 3242.48, 3242.48, 3242.48, 3242.48, 148
 3242.48, 3242.48, 3242.48, 3242.48, 148
 3242.48, 3242.48, 3242.48, 3242.48, 148
 3239.61, 3239.74, 3239.61, 3239.74, 203
 3239.61, 3239.74, 3239.61, 3239.74, 203
 3239.61, 3239.74, 3239.61, 3239.74, 203
 3241.98, 3241.98, 3241.98, 3241.98, 106
 3241.98, 3241.98, 3241.98, 3241.98, 106
 3241.98, 3241.98, 3241.98, 3241.98, 106
 3240.245, 3240.245, 3240.245, 3240.245, 205
 3240.245, 3240.245, 3240.245, 3240.245, 205
 3240.245, 3240.245, 3240.245, 3240.245, 205
 3240.245, 3240.245, 3240.245, 3240.245, 205
 3239.87, 3240.4, 3239.87, 3240.4, 209
 3239.87, 3240.4, 3239.87, 3240.4, 209
 3236.725, 3236.725, 3236.2, 3236.545, 622
 3236.89, 3236.89, 3236.89, 3236.89, 136
 3237.605, 3237.605, 3237.305, 3237.305, 322
 3236.84, 3238.01, 3236.84, 3237.58, 1068
 3236.955, 3236.955, 3236.955, 3236.955, 222
 3236.955, 3236.955, 3236.955, 3236.955, 222
 3237.52, 3237.52, 3237.52, 3237.52, 172
 3237.52, 3237.52, 3237.52, 3237.52, 172
 3237.52, 3237.52, 3237.52, 3237.52, 172
 3238.045, 3238.045, 3238.045, 3238.045, 293
 3237.84, 3237.84, 3237.84, 3237.84, 131
 3236.57, 3236.57, 3236.57, 3236.57, 237
 3237, 3237, 3237, 3237, 181
 3237.29, 3239.2, 3237.29, 3239.2, 638
 3240.58, 3240.71, 3240.58, 3240.58, 465
 3240.58, 3240.71, 3240.58, 3240.58, 465
 3240.58, 3240.71, 3240.58, 3240.58, 465
 3239.6, 3239.6, 3239.6, 3239.6, 359
 3239.72, 3241.83, 3239.72, 3241.83, 345
 3239.72, 3241.83, 3239.72, 3241.83, 345
 3239.365, 3239.365, 3239.365, 3239.365, 103
 3240.14, 3240.14, 3240.11, 3240.11, 235
 3240.14, 3240.14, 3240.11, 3240.11, 235
 3241.22, 3242.16, 3241.22, 3242.16, 230
 3242.89, 3242.89, 3242.89, 3242.89, 196
 3242.89, 3242.89, 3242.89, 3242.89, 196
 3242.89, 3242.89, 3242.89, 3242.89, 196
 3245.4, 3245.5, 3245.4, 3245.5, 536
 3247.26, 3247.6, 3247.26, 3247.6, 471
 3247.785, 3247.785, 3247.78, 3247.78, 541
 3246.945, 3247.5, 3246.945, 3247.5, 614
 3247.22, 3247.22, 3247.22, 3247.22, 207
 3248.99, 3249.71, 3248.99, 3249.71, 611
 3248.99, 3249.71, 3248.99, 3249.71, 611
 3250.62, 3251.43, 3250.62, 3251.43, 313
 3250.6, 3250.6, 3250.04, 3250.595, 586
 3251.28, 3254.19, 3251.28, 3254.19, 432
 3251.28, 3254.19, 3251.28, 3254.19, 432
 3255, 3255, 3255, 3255, 377
 3257.17, 3257.17, 3257.17, 3257.17, 479
 3257.88, 3257.88, 3257.88, 3257.88, 265
 3257.88, 3257.88, 3257.88, 3257.88, 265
 3256.975, 3256.975, 3255.04, 3255.04, 513
 3256.05, 3256.05, 3256.05, 3256.05, 171
 3256.05, 3256.05, 3256.05, 3256.05, 171
 3256.64, 3256.64, 3256.4, 3256.4, 376
 3256.98, 3257.55, 3256.98, 3257.16, 833
 3255.49, 3255.54, 3255.49, 3255.54, 322
 3255.49, 3255.54, 3255.49, 3255.54, 322
 3252.88, 3253.8, 3252.88, 3253.8, 281
 3254.8, 3254.8, 3254.8, 3254.8, 133
 3256.21, 3256.21, 3255.1, 3255.1, 392
 3256, 3256, 3255.87, 3255.87, 335
 3256, 3256, 3255.87, 3255.87, 335
 3256.17, 3256.17, 3256.17, 3256.17, 173
 3254.55, 3254.55, 3254.55, 3254.55, 141
 3254.55, 3254.55, 3254.55, 3254.55, 141
 3254.55, 3254.55, 3254.55, 3254.55, 141
 3252.99, 3253.03, 3252.99, 3253.03, 334
 3251.735, 3251.95, 3251.735, 3251.95, 462
 3251.5, 3251.5, 3251.5, 3251.5, 241
 3250.98, 3250.98, 3250.98, 3250.98, 221
 3250.98, 3250.98, 3250.98, 3250.98, 221
 3251.01, 3251.01, 3251.01, 3251.01, 117
 3251.01, 3251.01, 3251.01, 3251.01, 117
 3250.435, 3250.98, 3250.435, 3250.98, 269
 3250.245, 3250.245, 3250.245, 3250.245, 143
 3250.245, 3250.245, 3250.245, 3250.245, 143
 3250.96, 3251.645, 3250.96, 3251.645, 232
 3252.24, 3252.24, 3252.18, 3252.18, 303
 3252.06, 3252.06, 3251.93, 3251.93, 369
 3252.36, 3252.36, 3252.36, 3252.36, 321
 3253.71, 3253.71, 3253.71, 3253.71, 264
 3253.62, 3253.62, 3253.62, 3253.62, 108
 3253.32, 3253.32, 3253.32, 3253.32, 219
 3256.15, 3256.15, 3255.9, 3255.9, 660
 3256.52, 3256.52, 3256.52, 3256.52, 377
 3262.5, 3262.5, 3262.5, 3262.5, 222
 3262.5, 3262.5, 3262.5, 3262.5, 222
 3262.5, 3262.5, 3262.5, 3262.5, 222
 3262.5, 3262.5, 3262.5, 3262.5, 222
 3267.72, 3267.72, 3267.72, 3267.72, 185
 3267.72, 3267.72, 3267.72, 3267.72, 185
 3267.72, 3267.72, 3267.72, 3267.72, 185
 3267.2, 3267.2, 3267.2, 3267.2, 180
 3267.01, 3267.01, 3266.08, 3266.08, 1160
 3264.6, 3264.69, 3264.6, 3264.69, 709
 3264.6, 3264.69, 3264.6, 3264.69, 709
 3262.85, 3262.85, 3262.85, 3262.85, 229
 3261.61, 3261.61, 3261.61, 3261.61, 233
 3262.48, 3262.48, 3262.48, 3262.48, 345
 3262.48, 3262.48, 3262.48, 3262.48, 345
 3262.69, 3262.69, 3262.34, 3262.34, 433
 3263.57, 3263.57, 3263.57, 3263.57, 457
 3265.05, 3266.6, 3265.05, 3266.6, 325
 3266.87, 3266.87, 3264.55, 3265.005, 579
 3264.54, 3265.14, 3264.54, 3265.14, 872
 3266.16, 3266.62, 3266.16, 3266.62, 560
 3264.97, 3264.97, 3262.11, 3262.28, 1275
 3261.305, 3261.305, 3259.8, 3260.89, 1295
 3261.305, 3261.305, 3259.8, 3260.89, 1295
 3262.62, 3262.62, 3262.62, 3262.62, 439
 3261.4, 3261.4, 3261.4, 3261.4, 416
 3261.785, 3261.96, 3261.785, 3261.96, 465
 3259.23, 3259.23, 3258.24, 3258.24, 792
 3260.2, 3260.2, 3257.39, 3257.39, 943
 3255.29, 3255.48, 3255.29, 3255.48, 962
 3255.31, 3255.84, 3254.24, 3254.24, 907
 3254.37, 3256.14, 3254.24, 3255.4, 2784
 3255, 3255.86, 3254.65, 3255.57, 1219
 3255.36, 3258.9, 3255.36, 3257.68, 2290
 3257.62, 3257.62, 3256.3, 3257.06, 935
 3256.845, 3258.35, 3256.76, 3258.34, 1241
 3258.05, 3259.22, 3258.05, 3258.62, 2439
 3259.255, 3260.22, 3259.25, 3259.25, 1169
